id_incidente,fecha_hora_reporte,fecha_hora_resolucion,tipo_incidente,ubicacion,pais,nivel_gravedad,tiempo_respuesta_minutos,estado,dispositivo_asociado,cliente_tipo
INC-00661,2025-02-03 14:18:27,2025-02-03 15:03:27,fallo técnico,Bogotá,Colombia,alto,40.0,cerrado,sistema,empresa
INC-00662,2025-02-04 18:24:39,2025-02-04 20:18:39,alarma,Buenos Aires,Argentina,medio,96.0,cerrado,alarma,empresa
INC-00663,2025-02-05 00:06:40,2025-02-05 01:15:40,alarma,Madrid,España,medio,41.0,cerrado,sensor,empresa
INC-00664,2025-02-05 19:57:37,2025-02-05 20:54:37,alarma,Bilbao,España,alto,24.0,cerrado,sensor,particular
INC-00665,2025-02-06 06:45:21,2025-02-06 08:46:21,intrusión,Ciudad de México,México,medio,99.0,cerrado,alarma,empresa
INC-00666,2025-02-07 10:05:30,,robo,São Paulo,Brasil,medio,6.0,en proceso,cámara,empresa
INC-00667,2025-02-07 10:38:38,,fallo técnico,Ciudad de México,México,bajo,,abierto,sistema,empresa
INC-00668,2025-02-08 06:33:00,,fallo técnico,Concepción,Chile,medio,,abierto,sensor,empresa
INC-00669,2025-02-08 12:43:27,2025-02-08 13:37:27,alarma,Madrid,España,medio,52.0,cerrado,alarma,particular
INC-00670,2025-02-08 17:07:29,2025-02-08 18:47:29,intrusión,Valencia,España,medio,71.0,cerrado,cámara,empresa
INC-00671,2025-02-09 00:47:13,2025-02-09 02:09:13,otros,Valencia,España,alto,50.0,cerrado,sistema,particular
INC-00672,2025-02-09 19:56:12,2025-02-09 21:03:12,robo,Fortaleza,Brasil,crítico,28.0,cerrado,sensor,empresa
INC-00673,2025-02-09 20:19:29,2025-02-09 21:34:29,intrusión,Ciudad de México,México,bajo,54.0,cerrado,cámara,particular
INC-00674,2025-02-10 01:18:38,2025-02-10 03:10:38,alarma,Zaragoza,España,medio,85.0,cerrado,alarma,particular
INC-00675,2025-02-11 03:54:52,,fallo técnico,Ciudad de México,México,medio,44.0,en proceso,sistema,empresa
INC-00676,2025-02-11 13:52:13,2025-02-11 16:19:13,sabotaje,Buenos Aires,Argentina,bajo,120.0,cerrado,sistema,empresa
INC-00677,2025-02-12 06:10:24,2025-02-12 08:17:24,alarma,Tijuana,México,bajo,101.0,cerrado,sensor,empresa
INC-00678,2025-02-14 05:36:08,2025-02-14 06:48:08,alarma,São Paulo,Brasil,alto,49.0,cerrado,sensor,empresa
INC-00679,2025-02-14 06:58:36,,robo,Barcelona,España,alto,,abierto,sensor,empresa
INC-00680,2025-02-14 09:20:36,2025-02-14 12:40:36,alarma,São Paulo,Brasil,bajo,149.0,cerrado,alarma,empresa
INC-00681,2025-02-14 23:40:01,,intrusión,São Paulo,Brasil,medio,23.0,en proceso,sensor,particular
INC-00682,2025-02-15 01:02:08,2025-02-15 02:33:08,robo,Guadalajara,México,medio,74.0,cerrado,alarma,particular
INC-00683,2025-02-15 15:55:59,2025-02-15 18:12:59,robo,Tijuana,México,bajo,113.0,cerrado,cámara,particular
INC-00684,2025-02-15 17:34:39,2025-02-15 19:06:39,robo,Ciudad de México,México,bajo,91.0,cerrado,sistema,empresa
INC-00685,2025-02-16 12:03:36,,robo,Guadalajara,México,crítico,8.0,en proceso,alarma,empresa
INC-00686,2025-02-16 17:08:12,2025-02-16 18:09:12,fallo técnico,Ciudad de México,México,medio,47.0,cerrado,sistema,empresa
INC-00687,2025-02-16 20:09:07,2025-02-16 22:26:07,alarma,Córdoba,Argentina,bajo,121.0,cerrado,cámara,particular
INC-00688,2025-02-17 13:46:31,2025-02-17 15:17:31,sabotaje,Zaragoza,España,medio,50.0,cerrado,alarma,empresa
INC-00689,2025-02-18 10:10:51,,robo,Buenos Aires,Argentina,bajo,,abierto,cámara,particular
INC-00690,2025-02-19 03:43:52,2025-02-19 04:28:52,robo,Bilbao,España,alto,41.0,cerrado,alarma,empresa
INC-00691,2025-02-19 11:40:29,,fallo técnico,Rio de Janeiro,Brasil,bajo,,abierto,sistema,particular
INC-00692,2025-02-20 03:42:27,2025-02-20 04:42:27,otros,Valencia,España,alto,38.0,cerrado,sistema,particular
INC-00693,2025-02-21 03:29:07,2025-02-21 04:40:07,robo,Ciudad de México,México,alto,14.0,cerrado,cámara,empresa
INC-00694,2025-02-21 10:07:29,2025-02-21 10:17:29,alarma,Tijuana,México,crítico,5.0,cerrado,alarma,particular
INC-00695,2025-02-22 04:40:19,2025-02-22 05:27:19,alarma,Madrid,España,crítico,29.0,cerrado,alarma,empresa
INC-00696,2025-02-22 11:36:18,2025-02-22 12:46:18,robo,Ciudad de México,México,alto,17.0,cerrado,cámara,empresa
INC-00697,2025-02-23 12:21:34,2025-02-23 13:30:34,robo,Santiago,Chile,alto,37.0,cerrado,cámara,empresa
INC-00698,2025-02-23 19:12:12,2025-02-23 21:37:12,sabotaje,Brasília,Brasil,bajo,113.0,cerrado,sistema,empresa
INC-00699,2025-02-23 21:00:30,2025-02-23 22:09:30,alarma,Madrid,España,alto,35.0,cerrado,sensor,empresa
INC-00700,2025-02-24 23:30:45,2025-02-25 00:47:45,alarma,Zaragoza,España,alto,36.0,cerrado,sensor,empresa
INC-00701,2025-02-25 01:27:56,2025-02-25 02:21:56,robo,Fortaleza,Brasil,medio,49.0,cerrado,cámara,particular
INC-00702,2025-02-25 05:39:44,2025-02-25 07:44:44,alarma,São Paulo,Brasil,medio,75.0,cerrado,sistema,empresa
INC-00703,2025-02-25 21:38:12,2025-02-25 22:36:12,intrusión,Rosario,Argentina,medio,41.0,cerrado,cámara,empresa
INC-00704,2025-02-26 09:41:10,2025-02-26 11:12:10,robo,Madrid,España,crítico,32.0,cerrado,cámara,particular
INC-00705,2025-02-26 20:14:04,2025-02-26 20:41:04,alarma,São Paulo,Brasil,crítico,13.0,cerrado,alarma,empresa
INC-00706,2025-02-26 21:12:48,2025-02-26 22:31:48,robo,Barcelona,España,medio,73.0,cerrado,sensor,empresa
INC-00707,2025-02-27 00:08:46,2025-02-27 02:30:46,intrusión,Rosario,Argentina,bajo,135.0,cerrado,alarma,empresa
INC-00708,2025-02-28 14:45:36,2025-02-28 15:08:36,intrusión,Buenos Aires,Argentina,alto,19.0,cerrado,cámara,empresa
INC-00709,2025-02-28 16:23:15,2025-02-28 17:17:15,robo,São Paulo,Brasil,crítico,31.0,cerrado,cámara,empresa
INC-00710,2025-02-28 18:38:05,,fallo técnico,Buenos Aires,Argentina,medio,18.0,en proceso,sistema,empresa
INC-00711,2025-03-01 04:50:34,,otros,Rio de Janeiro,Brasil,medio,18.0,en proceso,cámara,empresa
INC-00712,2025-03-01 06:21:38,2025-03-01 08:20:38,intrusión,Madrid,España,medio,107.0,cerrado,alarma,empresa
INC-00713,2025-03-01 13:24:57,2025-03-01 14:26:57,alarma,Zaragoza,España,alto,19.0,cerrado,alarma,empresa
INC-00714,2025-03-02 04:24:15,2025-03-02 06:04:15,intrusión,Monterrey,México,medio,79.0,cerrado,sensor,empresa
INC-00715,2025-03-02 15:44:08,2025-03-02 16:27:08,robo,Bogotá,Colombia,alto,27.0,cerrado,cámara,empresa
INC-00716,2025-03-02 19:14:49,2025-03-02 19:38:49,robo,Bilbao,España,crítico,5.0,cerrado,cámara,empresa
INC-00717,2025-03-03 04:27:19,2025-03-03 06:04:19,fallo técnico,Ciudad de México,México,bajo,50.0,cerrado,sistema,empresa
INC-00718,2025-03-05 04:09:36,2025-03-05 06:25:36,alarma,Monterrey,México,medio,84.0,cerrado,alarma,particular
INC-00719,2025-03-05 18:17:51,2025-03-05 21:18:51,alarma,Antofagasta,Chile,bajo,132.0,cerrado,alarma,particular
INC-00720,2025-03-05 21:57:20,,sabotaje,Zaragoza,España,bajo,,abierto,alarma,empresa
INC-00721,2025-03-07 22:30:37,,fallo técnico,Zaragoza,España,bajo,,abierto,sensor,empresa
INC-00722,2025-03-08 01:12:10,2025-03-08 03:10:10,intrusión,Barcelona,España,medio,75.0,cerrado,sensor,particular
INC-00723,2025-03-08 12:24:38,2025-03-08 14:24:38,alarma,Ciudad de México,México,bajo,66.0,cerrado,sensor,particular
INC-00724,2025-03-08 15:04:14,,otros,São Paulo,Brasil,medio,31.0,en proceso,sistema,particular
INC-00725,2025-03-08 17:04:17,,otros,Rio de Janeiro,Brasil,alto,21.0,en proceso,alarma,empresa
INC-00726,2025-03-09 00:23:19,,sabotaje,Santiago,Chile,bajo,60.0,en proceso,sistema,empresa
INC-00727,2025-03-09 02:23:22,2025-03-09 04:37:22,intrusión,Barcelona,España,medio,80.0,cerrado,cámara,empresa
INC-00728,2025-03-09 07:17:56,,sabotaje,Bilbao,España,medio,30.0,en proceso,cámara,empresa
INC-00729,2025-03-09 19:17:43,2025-03-09 21:10:43,intrusión,Ciudad de México,México,medio,66.0,cerrado,sistema,empresa
INC-00730,2025-03-11 20:48:15,2025-03-11 22:39:15,alarma,Ciudad de México,México,medio,77.0,cerrado,alarma,particular
INC-00731,2025-03-14 02:57:53,,alarma,Buenos Aires,Argentina,medio,37.0,en proceso,alarma,empresa
INC-00732,2025-03-14 08:08:10,2025-03-14 09:45:10,robo,Bogotá,Colombia,bajo,97.0,cerrado,cámara,empresa
INC-00733,2025-03-14 22:58:08,2025-03-15 00:34:08,alarma,Rio de Janeiro,Brasil,medio,47.0,cerrado,sistema,empresa
INC-00734,2025-03-15 02:16:45,,alarma,Ciudad de México,México,alto,,abierto,alarma,particular
INC-00735,2025-03-15 04:05:23,,alarma,São Paulo,Brasil,alto,13.0,en proceso,alarma,empresa
INC-00736,2025-03-15 04:15:17,,intrusión,Mendoza,Argentina,bajo,,abierto,cámara,empresa
INC-00737,2025-03-15 15:50:49,2025-03-15 18:07:49,robo,Cartagena,Colombia,medio,85.0,cerrado,cámara,empresa
INC-00738,2025-03-15 22:06:00,,otros,Valencia,España,bajo,,abierto,sensor,particular
INC-00739,2025-03-16 03:16:14,,intrusión,Guadalajara,México,medio,32.0,en proceso,cámara,empresa
INC-00740,2025-03-16 08:39:53,2025-03-16 10:41:53,robo,Madrid,España,medio,97.0,cerrado,alarma,particular
INC-00741,2025-03-16 22:07:54,2025-03-16 23:43:54,alarma,Buenos Aires,Argentina,crítico,36.0,cerrado,sensor,empresa
INC-00742,2025-03-20 03:21:13,,otros,Rio de Janeiro,Brasil,bajo,,abierto,sensor,empresa
INC-00743,2025-03-21 01:04:42,,intrusión,Ciudad de México,México,alto,9.0,en proceso,cámara,empresa
INC-00744,2025-03-21 08:14:23,,alarma,Tucumán,Argentina,bajo,,abierto,sensor,empresa
INC-00745,2025-03-21 09:30:50,2025-03-21 11:29:50,robo,Guadalajara,México,medio,82.0,cerrado,cámara,empresa
INC-00746,2025-03-21 16:41:17,2025-03-21 18:11:17,robo,Zaragoza,España,bajo,42.0,cerrado,alarma,empresa
INC-00747,2025-03-21 19:51:56,2025-03-21 21:27:56,robo,Valencia,España,medio,55.0,cerrado,sistema,particular
INC-00748,2025-03-22 11:08:43,2025-03-22 11:35:43,intrusión,Madrid,España,alto,27.0,cerrado,sistema,particular
INC-00749,2025-03-22 19:29:11,2025-03-22 20:58:11,robo,Bogotá,Colombia,medio,59.0,cerrado,sensor,empresa
INC-00750,2025-03-24 01:56:27,,alarma,Monterrey,México,bajo,44.0,en proceso,alarma,empresa
INC-00751,2025-03-25 21:59:51,,intrusión,Ciudad de México,México,medio,72.0,en proceso,alarma,empresa
INC-00752,2025-03-25 22:19:44,2025-03-25 23:46:44,sabotaje,São Paulo,Brasil,medio,27.0,cerrado,alarma,particular
INC-00753,2025-03-26 04:03:14,2025-03-26 05:16:14,sabotaje,Antofagasta,Chile,bajo,64.0,cerrado,sistema,particular
INC-00754,2025-03-26 14:00:46,,intrusión,Ciudad de México,México,medio,52.0,en proceso,cámara,empresa
INC-00755,2025-03-27 07:12:43,2025-03-27 07:58:43,alarma,Rio de Janeiro,Brasil,alto,32.0,cerrado,cámara,empresa
INC-00756,2025-03-29 00:45:51,,otros,Guadalajara,México,crítico,7.0,en proceso,cámara,empresa
INC-00757,2025-03-29 01:11:35,2025-03-29 03:23:35,alarma,Santiago,Chile,medio,85.0,cerrado,alarma,empresa
INC-00758,2025-03-29 01:12:29,2025-03-29 01:55:29,robo,Guadalajara,México,alto,30.0,cerrado,cámara,empresa
INC-00759,2025-03-29 04:33:53,,sabotaje,Tucumán,Argentina,medio,43.0,en proceso,cámara,particular
INC-00760,2025-03-29 18:27:19,2025-03-29 19:30:19,sabotaje,Buenos Aires,Argentina,alto,30.0,cerrado,sistema,empresa
INC-00761,2025-03-29 23:57:27,2025-03-30 01:28:27,alarma,Ciudad de México,México,medio,54.0,cerrado,alarma,empresa
INC-00762,2025-03-30 09:57:01,2025-03-30 13:22:01,alarma,São Paulo,Brasil,bajo,155.0,cerrado,alarma,empresa
INC-00763,2025-03-30 13:18:54,2025-03-30 14:40:54,fallo técnico,Barcelona,España,medio,47.0,cerrado,alarma,empresa
INC-00764,2025-03-30 15:57:32,2025-03-30 17:01:32,robo,Valencia,España,medio,16.0,cerrado,cámara,particular
INC-00765,2025-04-01 21:33:25,,robo,Barcelona,España,bajo,51.0,en proceso,alarma,particular
INC-00766,2025-04-02 21:56:20,2025-04-03 00:17:20,robo,Zaragoza,España,medio,89.0,cerrado,sensor,empresa
INC-00767,2025-04-04 07:19:51,2025-04-04 08:02:51,robo,Fortaleza,Brasil,crítico,14.0,cerrado,cámara,particular
INC-00768,2025-04-04 21:04:11,2025-04-04 22:33:11,alarma,Barcelona,España,medio,68.0,cerrado,alarma,empresa
INC-00769,2025-04-05 12:00:45,2025-04-05 13:59:45,alarma,Guadalajara,México,medio,69.0,cerrado,sistema,empresa
INC-00770,2025-04-05 16:22:08,2025-04-05 17:50:08,alarma,Madrid,España,medio,83.0,cerrado,alarma,particular
INC-00771,2025-04-06 11:00:31,2025-04-06 12:24:31,alarma,São Paulo,Brasil,medio,64.0,cerrado,alarma,particular
INC-00772,2025-04-06 18:32:08,2025-04-06 19:39:08,alarma,Rosario,Argentina,alto,13.0,cerrado,cámara,particular
INC-00773,2025-04-06 21:19:44,2025-04-06 22:54:44,robo,Santiago,Chile,medio,83.0,cerrado,sistema,empresa
INC-00774,2025-04-07 22:28:05,2025-04-07 23:52:05,alarma,Barcelona,España,medio,57.0,cerrado,alarma,empresa
INC-00775,2025-04-08 21:14:00,2025-04-08 23:22:00,otros,Buenos Aires,Argentina,bajo,79.0,cerrado,sensor,particular
INC-00776,2025-04-08 21:47:35,2025-04-08 23:12:35,fallo técnico,Tijuana,México,crítico,25.0,cerrado,sistema,empresa
INC-00777,2025-04-09 01:10:28,,fallo técnico,Madrid,España,medio,42.0,en proceso,sensor,particular
INC-00778,2025-04-09 23:03:59,2025-04-10 00:49:59,alarma,Medellín,Colombia,bajo,93.0,cerrado,alarma,particular
INC-00779,2025-04-09 23:56:46,2025-04-10 01:22:46,alarma,Mendoza,Argentina,bajo,58.0,cerrado,alarma,empresa
INC-00780,2025-04-10 06:41:40,,fallo técnico,Bogotá,Colombia,alto,13.0,en proceso,sistema,empresa
INC-00781,2025-04-12 12:12:58,2025-04-12 13:22:58,otros,Guadalajara,México,alto,35.0,cerrado,sistema,particular
INC-00782,2025-04-13 15:35:32,2025-04-13 16:57:32,robo,São Paulo,Brasil,medio,81.0,cerrado,alarma,empresa
INC-00783,2025-04-13 15:38:34,2025-04-13 16:51:34,robo,Mendoza,Argentina,medio,50.0,cerrado,alarma,empresa
INC-00784,2025-04-13 20:22:17,,robo,Bogotá,Colombia,medio,,abierto,cámara,particular
INC-00785,2025-04-13 21:45:51,,robo,Barcelona,España,bajo,,abierto,alarma,particular
INC-00786,2025-04-13 22:11:49,,intrusión,Monterrey,México,medio,24.0,en proceso,alarma,particular
INC-00787,2025-04-15 00:57:51,2025-04-15 03:25:51,otros,Madrid,España,bajo,93.0,cerrado,sensor,empresa
INC-00788,2025-04-15 14:19:43,,intrusión,Salvador,Brasil,crítico,,abierto,sensor,empresa
INC-00789,2025-04-16 11:10:08,,fallo técnico,Santiago,Chile,medio,23.0,en proceso,sistema,particular
INC-00790,2025-04-17 08:24:20,2025-04-17 10:03:20,robo,Rio de Janeiro,Brasil,bajo,39.0,cerrado,cámara,empresa
INC-00791,2025-04-17 18:27:52,2025-04-17 19:37:52,fallo técnico,Sevilla,España,alto,23.0,cerrado,sensor,particular
INC-00792,2025-04-18 22:54:10,2025-04-18 23:22:10,fallo técnico,Madrid,España,alto,28.0,cerrado,alarma,empresa
INC-00793,2025-04-18 23:27:47,,fallo técnico,Madrid,España,crítico,6.0,en proceso,sistema,particular
INC-00794,2025-04-19 00:09:16,,fallo técnico,Antofagasta,Chile,alto,11.0,en proceso,sistema,empresa
INC-00795,2025-04-19 01:21:05,2025-04-19 02:23:05,alarma,Madrid,España,alto,40.0,cerrado,alarma,empresa
INC-00796,2025-04-19 03:05:10,2025-04-19 03:48:10,alarma,Madrid,España,crítico,22.0,cerrado,alarma,empresa
INC-00797,2025-04-19 17:27:34,,alarma,Guadalajara,México,bajo,,abierto,alarma,particular
INC-00798,2025-04-20 18:52:16,2025-04-20 20:40:16,intrusión,Madrid,España,bajo,94.0,cerrado,cámara,empresa
INC-00799,2025-04-20 21:24:21,2025-04-20 23:03:21,alarma,Ciudad de México,México,medio,73.0,cerrado,alarma,particular
INC-00800,2025-04-22 23:30:48,,fallo técnico,Brasília,Brasil,medio,28.0,en proceso,sistema,empresa
INC-00801,2025-04-23 20:34:51,,fallo técnico,Mendoza,Argentina,medio,,abierto,sistema,particular
INC-00802,2025-04-25 08:02:04,2025-04-25 09:19:04,sabotaje,Barcelona,España,crítico,29.0,cerrado,alarma,particular
INC-00803,2025-04-26 05:32:03,,robo,Santiago,Chile,bajo,38.0,en proceso,cámara,empresa
INC-00804,2025-04-26 08:52:24,2025-04-26 10:37:24,alarma,Rio de Janeiro,Brasil,medio,56.0,cerrado,alarma,particular
INC-00805,2025-04-26 10:20:42,,alarma,Ciudad de México,México,bajo,80.0,en proceso,alarma,empresa
INC-00806,2025-04-26 21:52:34,2025-04-26 22:57:34,alarma,Rio de Janeiro,Brasil,alto,46.0,cerrado,alarma,empresa
INC-00807,2025-04-27 08:46:51,2025-04-27 10:24:51,fallo técnico,Madrid,España,medio,78.0,cerrado,sensor,particular
INC-00808,2025-04-27 14:37:15,2025-04-27 15:36:15,intrusión,Brasília,Brasil,alto,22.0,cerrado,alarma,empresa
INC-00809,2025-04-28 04:00:35,2025-04-28 05:46:35,fallo técnico,Ciudad de México,México,medio,105.0,cerrado,sistema,particular
INC-00810,2025-04-28 13:11:49,2025-04-28 14:28:49,sabotaje,Madrid,España,alto,41.0,cerrado,sistema,empresa
INC-00811,2025-04-29 08:25:09,2025-04-29 12:21:09,robo,Buenos Aires,Argentina,bajo,186.0,cerrado,sensor,particular
INC-00812,2025-04-30 16:55:27,2025-04-30 17:03:27,robo,Buenos Aires,Argentina,crítico,6.0,cerrado,cámara,empresa
INC-00813,2025-05-01 02:43:59,2025-05-01 04:50:59,otros,Buenos Aires,Argentina,medio,68.0,cerrado,sensor,empresa
INC-00814,2025-05-03 01:34:12,,sabotaje,Tucumán,Argentina,alto,8.0,en proceso,sistema,empresa
INC-00815,2025-05-03 13:51:18,,alarma,São Paulo,Brasil,bajo,,abierto,alarma,particular
INC-00816,2025-05-04 02:25:31,2025-05-04 03:48:31,robo,Madrid,España,alto,23.0,cerrado,sistema,empresa
INC-00817,2025-05-04 04:43:57,2025-05-04 05:29:57,sabotaje,Buenos Aires,Argentina,crítico,25.0,cerrado,sensor,empresa
INC-00818,2025-05-05 17:17:59,2025-05-05 18:40:59,alarma,Bogotá,Colombia,medio,47.0,cerrado,alarma,empresa
INC-00819,2025-05-06 00:13:10,2025-05-06 01:18:10,intrusión,Antofagasta,Chile,alto,25.0,cerrado,alarma,particular
INC-00820,2025-05-08 02:24:40,2025-05-08 03:20:40,alarma,Buenos Aires,Argentina,crítico,5.0,cerrado,sensor,empresa
INC-00821,2025-05-08 08:40:20,2025-05-08 09:46:20,robo,Madrid,España,medio,28.0,cerrado,alarma,particular
INC-00822,2025-05-08 13:38:09,2025-05-08 15:53:09,alarma,Ciudad de México,México,bajo,77.0,cerrado,alarma,empresa
INC-00823,2025-05-08 14:57:55,2025-05-08 16:03:55,robo,Cartagena,Colombia,alto,28.0,cerrado,cámara,particular
INC-00824,2025-05-08 17:59:22,,robo,Rio de Janeiro,Brasil,crítico,12.0,en proceso,cámara,particular
INC-00825,2025-05-09 12:36:22,,sabotaje,Madrid,España,medio,28.0,en proceso,sistema,particular
INC-00826,2025-05-09 21:25:19,2025-05-09 22:47:19,alarma,São Paulo,Brasil,bajo,58.0,cerrado,sistema,particular
INC-00827,2025-05-09 22:44:36,2025-05-10 00:49:36,robo,Córdoba,Argentina,bajo,112.0,cerrado,alarma,empresa
INC-00828,2025-05-10 09:36:22,2025-05-10 11:24:22,alarma,Buenos Aires,Argentina,medio,48.0,cerrado,alarma,empresa
INC-00829,2025-05-11 03:54:46,,fallo técnico,Rosario,Argentina,medio,40.0,en proceso,sensor,particular
INC-00830,2025-05-11 04:45:32,2025-05-11 05:30:32,robo,Buenos Aires,Argentina,crítico,11.0,cerrado,cámara,empresa
INC-00831,2025-05-11 04:49:29,2025-05-11 05:19:29,robo,Rio de Janeiro,Brasil,crítico,6.0,cerrado,cámara,empresa
INC-00832,2025-05-11 05:06:13,,robo,Valencia,España,bajo,,abierto,cámara,particular
INC-00833,2025-05-11 17:18:34,2025-05-11 17:44:34,sabotaje,Buenos Aires,Argentina,crítico,14.0,cerrado,cámara,empresa
INC-00834,2025-05-11 18:32:20,,sabotaje,Rio de Janeiro,Brasil,crítico,,abierto,cámara,empresa
INC-00835,2025-05-12 01:36:41,2025-05-12 03:07:41,fallo técnico,Barcelona,España,medio,61.0,cerrado,sistema,empresa
INC-00836,2025-05-12 04:09:04,2025-05-12 05:02:04,robo,Medellín,Colombia,medio,47.0,cerrado,cámara,empresa
INC-00837,2025-05-13 09:13:03,2025-05-13 11:40:03,intrusión,Valparaíso,Chile,bajo,126.0,cerrado,alarma,empresa
INC-00838,2025-05-13 10:50:22,,robo,Ciudad de México,México,medio,,abierto,alarma,empresa
INC-00839,2025-05-13 19:29:20,2025-05-13 20:12:20,alarma,Brasília,Brasil,crítico,7.0,cerrado,alarma,particular
INC-00840,2025-05-14 01:33:01,2025-05-14 02:47:01,robo,Ciudad de México,México,alto,46.0,cerrado,cámara,empresa
INC-00841,2025-05-14 13:28:02,2025-05-14 15:27:02,robo,Córdoba,Argentina,medio,79.0,cerrado,alarma,particular
INC-00842,2025-05-15 18:01:50,2025-05-15 20:04:50,intrusión,Ciudad de México,México,medio,66.0,cerrado,cámara,empresa
INC-00843,2025-05-15 21:13:21,2025-05-15 23:11:21,otros,Madrid,España,bajo,99.0,cerrado,alarma,particular
INC-00844,2025-05-16 11:40:57,2025-05-16 12:28:57,fallo técnico,Madrid,España,alto,43.0,cerrado,alarma,empresa
INC-00845,2025-05-17 00:36:18,,alarma,Madrid,España,bajo,42.0,en proceso,alarma,empresa
INC-00846,2025-05-17 09:53:37,2025-05-17 11:13:37,sabotaje,Madrid,España,medio,37.0,cerrado,alarma,particular
INC-00847,2025-05-17 11:00:27,,otros,Guadalajara,México,medio,,abierto,sistema,empresa
INC-00848,2025-05-17 12:54:46,2025-05-17 14:15:46,alarma,Rio de Janeiro,Brasil,medio,46.0,cerrado,cámara,empresa
INC-00849,2025-05-17 14:04:57,2025-05-17 15:49:57,alarma,Brasília,Brasil,medio,94.0,cerrado,sensor,particular
INC-00850,2025-05-17 16:17:25,2025-05-17 16:31:25,robo,Barcelona,España,crítico,12.0,cerrado,sistema,empresa
INC-00851,2025-05-17 17:24:27,2025-05-17 21:26:27,alarma,Sevilla,España,bajo,190.0,cerrado,sistema,particular
INC-00852,2025-05-17 21:34:36,2025-05-18 00:17:36,intrusión,Barcelona,España,bajo,119.0,cerrado,cámara,empresa
INC-00853,2025-05-18 13:59:53,2025-05-18 17:00:53,alarma,Córdoba,Argentina,bajo,143.0,cerrado,sensor,empresa
INC-00854,2025-05-21 09:21:35,2025-05-21 11:37:35,intrusión,Rosario,Argentina,medio,105.0,cerrado,alarma,empresa
INC-00855,2025-05-21 11:45:35,,fallo técnico,São Paulo,Brasil,bajo,,abierto,sistema,particular
INC-00856,2025-05-21 22:13:12,2025-05-21 23:28:12,fallo técnico,Ciudad de México,México,bajo,74.0,cerrado,sensor,empresa
INC-00857,2025-05-23 23:04:15,,otros,São Paulo,Brasil,bajo,,abierto,sensor,particular
INC-00858,2025-05-24 06:49:16,2025-05-24 07:52:16,sabotaje,Buenos Aires,Argentina,medio,52.0,cerrado,sistema,empresa
INC-00859,2025-05-24 08:34:21,2025-05-24 10:04:21,fallo técnico,Salvador,Brasil,bajo,78.0,cerrado,sistema,empresa
INC-00860,2025-05-24 16:17:51,2025-05-24 18:09:51,alarma,Mendoza,Argentina,bajo,108.0,cerrado,alarma,empresa
INC-00861,2025-05-25 01:13:17,2025-05-25 03:23:17,alarma,Tijuana,México,medio,72.0,cerrado,sensor,particular
INC-00862,2025-05-25 05:24:38,2025-05-25 06:17:38,alarma,Cali,Colombia,alto,29.0,cerrado,alarma,empresa
INC-00863,2025-05-25 10:01:18,2025-05-25 10:24:18,intrusión,Zaragoza,España,crítico,5.0,cerrado,alarma,empresa
INC-00864,2025-05-25 23:03:35,2025-05-26 00:13:35,fallo técnico,Ciudad de México,México,medio,57.0,cerrado,sistema,empresa
INC-00865,2025-05-27 00:30:06,2025-05-27 02:18:06,sabotaje,Buenos Aires,Argentina,bajo,94.0,cerrado,sistema,empresa
INC-00866,2025-05-27 18:57:44,2025-05-27 21:14:44,alarma,Cali,Colombia,bajo,119.0,cerrado,cámara,empresa
INC-00867,2025-05-28 01:28:06,2025-05-28 02:37:06,intrusión,Ciudad de México,México,crítico,27.0,cerrado,cámara,empresa
INC-00868,2025-05-29 21:19:38,2025-05-29 22:51:38,alarma,São Paulo,Brasil,alto,59.0,cerrado,sensor,particular
INC-00869,2025-05-31 06:51:07,2025-05-31 08:21:07,otros,Bogotá,Colombia,bajo,86.0,cerrado,sensor,particular
INC-00870,2025-05-31 16:25:30,,alarma,Rosario,Argentina,medio,26.0,en proceso,cámara,empresa
INC-00871,2025-05-31 17:28:57,2025-05-31 18:19:57,robo,Rio de Janeiro,Brasil,alto,28.0,cerrado,sistema,particular
INC-00872,2025-06-01 01:05:40,,alarma,Antofagasta,Chile,alto,16.0,en proceso,sistema,empresa
INC-00873,2025-06-01 01:53:23,2025-06-01 03:15:23,robo,Buenos Aires,Argentina,medio,72.0,cerrado,cámara,empresa
INC-00874,2025-06-01 03:43:01,2025-06-01 06:27:01,alarma,Tijuana,México,bajo,144.0,cerrado,cámara,empresa
INC-00875,2025-06-01 07:13:37,2025-06-01 08:39:37,fallo técnico,Santiago,Chile,alto,31.0,cerrado,sistema,empresa
INC-00876,2025-06-01 08:16:08,2025-06-01 09:56:08,fallo técnico,Madrid,España,alto,42.0,cerrado,cámara,empresa
INC-00877,2025-06-01 08:23:45,,fallo técnico,Sevilla,España,bajo,,abierto,alarma,empresa
INC-00878,2025-06-01 12:04:37,2025-06-01 13:12:37,otros,São Paulo,Brasil,medio,42.0,cerrado,cámara,empresa
INC-00879,2025-06-03 00:18:46,,intrusión,Rio de Janeiro,Brasil,bajo,,abierto,alarma,empresa
INC-00880,2025-06-04 22:50:06,,alarma,Cali,Colombia,alto,18.0,en proceso,sensor,empresa
INC-00881,2025-06-05 12:18:41,2025-06-05 12:56:41,robo,Bogotá,Colombia,medio,31.0,cerrado,alarma,empresa
INC-00882,2025-06-06 11:22:46,2025-06-06 11:58:46,sabotaje,Bilbao,España,alto,28.0,cerrado,sistema,empresa
